placename,year_month,common_name,n_detections,sampling_days
BCAM3,2025-02,Northern Raccoon,1,28
BCAM3,2025-02,Striped Skunk,0,28
BCAM3,2025-02,Brush Rabbit,0,28
BCAM3,2025-02,Californian Sea Lion,0,28
BCAM3,2025-02,Domestic Cattle,0,28
BCAM3,2025-02,Elk,0,28
BCAM3,2025-02,Black-tailed Jackrabbit,0,28
BCAM3,2025-03,American Badger,0,31
BCAM3,2025-03,Bobcat,0,31
BCAM3,2025-03,Coyote,3,31
BCAM3,2025-03,Domestic Dog,0,31
BCAM3,2025-03,Human,12,31
BCAM3,2025-03,Human-Camera Trapper,2,31
BCAM3,2025-03,Mule Deer,0,31
BCAM3,2025-03,North American River Otter,0,31
BCAM3,2025-03,Northern Elephant Seal,15,31
BCAM3,2025-03,Northern Raccoon,0,31
BCAM3,2025-03,Striped Skunk,0,31
BCAM3,2025-03,Brush Rabbit,0,31
BCAM3,2025-03,Californian Sea Lion,0,31
BCAM3,2025-03,Domestic Cattle,0,31
BCAM3,2025-03,Elk,0,31
BCAM3,2025-03,Black-tailed Jackrabbit,0,31
BCAM3,2025-04,American Badger,0,30
BCAM3,2025-04,Bobcat,0,30
BCAM3,2025-04,Coyote,7,30
BCAM3,2025-04,Domestic Dog,0,30
BCAM3,2025-04,Human,11,30
BCAM3,2025-04,Human-Camera Trapper,2,30
BCAM3,2025-04,Mule Deer,4,30
BCAM3,2025-04,North American River Otter,0,30
BCAM3,2025-04,Northern Elephant Seal,0,30
BCAM3,2025-04,Northern Raccoon,5,30
BCAM3,2025-04,Striped Skunk,0,30
BCAM3,2025-04,Brush Rabbit,0,30
BCAM3,2025-04,Californian Sea Lion,0,30
BCAM3,2025-04,Domestic Cattle,0,30
BCAM3,2025-04,Elk,0,30
BCAM3,2025-04,Black-tailed Jackrabbit,0,30
BCAM3,2025-06,American Badger,0,30
BCAM3,2025-06,Bobcat,0,30
BCAM3,2025-06,Coyote,1,30
BCAM3,2025-06,Domestic Dog,0,30
BCAM3,2025-06,Human,14,30
BCAM3,2025-06,Human-Camera Trapper,4,30
BCAM3,2025-06,Mule Deer,11,30
BCAM3,2025-06,North American River Otter,3,30
BCAM3,2025-06,Northern Elephant Seal,0,30
BCAM3,2025-06,Northern Raccoon,2,30
BCAM3,2025-06,Striped Skunk,0,30
BCAM3,2025-06,Brush Rabbit,0,30
BCAM3,2025-06,Californian Sea Lion,0,30
BCAM3,2025-06,Domestic Cattle,0,30
BCAM3,2025-06,Elk,0,30
BCAM3,2025-06,Black-tailed Jackrabbit,0,30
BCAM3,2025-08,American Badger,0,31
BCAM3,2025-08,Bobcat,0,31
BCAM3,2025-08,Coyote,10,31
BCAM3,2025-08,Domestic Dog,0,31
BCAM3,2025-08,Human,6,31
BCAM3,2025-08,Human-Camera Trapper,2,31
BCAM3,2025-08,Mule Deer,27,31
BCAM3,2025-08,North American River Otter,0,31
BCAM3,2025-08,Northern Elephant Seal,0,31
BCAM3,2025-08,Northern Raccoon,0,31
BCAM3,2025-08,Striped Skunk,0,31
BCAM3,2025-08,Brush Rabbit,0,31
BCAM3,2025-08,Californian Sea Lion,0,31
BCAM3,2025-08,Domestic Cattle,0,31
BCAM3,2025-08,Elk,12,31
BCAM3,2025-08,Black-tailed Jackrabbit,0,31
BCAM3,2025-09,American Badger,0,30
BCAM3,2025-09,Bobcat,0,30
BCAM3,2025-09,Coyote,9,30
BCAM3,2025-09,Domestic Dog,0,30
BCAM3,2025-09,Human,1,30
BCAM3,2025-09,Human-Camera Trapper,2,30
BCAM3,2025-09,Mule Deer,27,30
BCAM3,2025-09,North American River Otter,0,30
BCAM3,2025-09,Northern Elephant Seal,0,30
BCAM3,2025-09,Northern Raccoon,2,30
BCAM3,2025-09,Striped Skunk,0,30
BCAM3,2025-09,Brush Rabbit,0,30
BCAM3,2025-09,Californian Sea Lion,0,30
BCAM3,2025-09,Domestic Cattle,0,30
BCAM3,2025-09,Elk,3,30
BCAM3,2025-09,Black-tailed Jackrabbit,0,30
BCAM3,2025-12,American Badger,0,31
BCAM3,2025-12,Bobcat,0,31
BCAM3,2025-12,Coyote,12,31
BCAM3,2025-12,Domestic Dog,0,31
BCAM3,2025-12,Human,1,31
BCAM3,2025-12,Human-Camera Trapper,2,31
BCAM3,2025-12,Mule Deer,4,31
BCAM3,2025-12,North American River Otter,0,31
BCAM3,2025-12,Northern Elephant Seal,0,31
BCAM3,2025-12,Northern Raccoon,3,31
BCAM3,2025-12,Striped Skunk,0,31
BCAM3,2025-12,Brush Rabbit,0,31
BCAM3,2025-12,Californian Sea Lion,0,31
BCAM3,2025-12,Domestic Cattle,0,31
BCAM3,2025-12,Elk,0,31
BCAM3,2025-12,Black-tailed Jackrabbit,0,31
BCAM3,2026-01,American Badger,0,31
BCAM3,2026-01,Bobcat,0,31
BCAM3,2026-01,Coyote,8,31
BCAM3,2026-01,Domestic Dog,0,31
BCAM3,2026-01,Human,0,31
BCAM3,2026-01,Human-Camera Trapper,2,31
BCAM3,2026-01,Mule Deer,0,31
BCAM3,2026-01,North American River Otter,1,31
BCAM3,2026-01,Northern Elephant Seal,40,31
BCAM3,2026-01,Northern Raccoon,0,31
BCAM3,2026-01,Striped Skunk,0,31
BCAM3,2026-01,Brush Rabbit,0,31
BCAM3,2026-01,Californian Sea Lion,0,31
BCAM3,2026-01,Domestic Cattle,0,31
BCAM3,2026-01,Elk,0,31
BCAM3,2026-01,Black-tailed Jackrabbit,0,31
BCAM3,2026-02,American Badger,0,28
BCAM3,2026-02,Bobcat,0,28
BCAM3,2026-02,Coyote,7,28
BCAM3,2026-02,Domestic Dog,0,28
BCAM3,2026-02,Human,0,28
BCAM3,2026-02,Human-Camera Trapper,2,28
BCAM3,2026-02,Mule Deer,0,28
BCAM3,2026-02,North American River Otter,0,28
BCAM3,2026-02,Northern Elephant Seal,11,28
BCAM3,2026-02,Northern Raccoon,0,28
BCAM3,2026-02,Striped Skunk,0,28
BCAM3,2026-02,Brush Rabbit,0,28
BCAM3,2026-02,Californian Sea Lion,0,28
BCAM3,2026-02,Domestic Cattle,0,28
BCAM3,2026-02,Elk,0,28
BCAM3,2026-02,Black-tailed Jackrabbit,0,28
BCAM3,2026-03,American Badger,0,31
BCAM3,2026-03,Bobcat,0,31
BCAM3,2026-03,Coyote,9,31
BCAM3,2026-03,Domestic Dog,0,31
BCAM3,2026-03,Human,9,31
BCAM3,2026-03,Human-Camera Trapper,0,31
BCAM3,2026-03,Mule Deer,0,31
BCAM3,2026-03,North American River Otter,0,31
BCAM3,2026-03,Northern Elephant Seal,1,31
BCAM3,2026-03,Northern Raccoon,1,31
BCAM3,2026-03,Striped Skunk,0,31
BCAM3,2026-03,Brush Rabbit,0,31
BCAM3,2026-03,Californian Sea Lion,0,31
BCAM3,2026-03,Domestic Cattle,0,31
BCAM3,2026-03,Elk,0,31
BCAM3,2026-03,Black-tailed Jackrabbit,0,31
BCAM3,2026-05,American Badger,0,30
BCAM3,2026-05,Bobcat,0,30
BCAM3,2026-05,Coyote,7,30
BCAM3,2026-05,Domestic Dog,0,30
BCAM3,2026-05,Human,22,30
BCAM3,2026-05,Human-Camera Trapper,1,30
BCAM3,2026-05,Mule Deer,7,30
BCAM3,2026-05,North American River Otter,0,30
BCAM3,2026-05,Northern Elephant Seal,0,30
BCAM3,2026-05,Northern Raccoon,14,30
BCAM3,2026-05,Striped Skunk,0,30
BCAM3,2026-05,Brush Rabbit,0,30
BCAM3,2026-05,Californian Sea Lion,0,30
BCAM3,2026-05,Domestic Cattle,0,30
BCAM3,2026-05,Elk,0,30
BCAM3,2026-05,Black-tailed Jackrabbit,0,30
BCAM3,2022-12,American Badger,0,11
BCAM3,2022-12,Bobcat,0,11
BCAM3,2022-12,Coyote,0,11
BCAM3,2022-12,Domestic Dog,0,11
BCAM3,2022-12,Human,2,11
BCAM3,2022-12,Human-Camera Trapper,1,11
BCAM3,2022-12,Mule Deer,0,11
BCAM3,2022-12,North American River Otter,0,11
BCAM3,2022-12,Northern Elephant Seal,0,11
BCAM3,2022-12,Northern Raccoon,2,11
BCAM3,2022-12,Striped Skunk,0,11
BCAM3,2022-12,Brush Rabbit,0,11
BCAM3,2022-12,Californian Sea Lion,0,11
BCAM3,2022-12,Domestic Cattle,0,11
BCAM3,2022-12,Elk,0,11
BCAM3,2022-12,Black-tailed Jackrabbit,0,11
BCAM4,2023-12,American Badger,1,31
BCAM4,2023-12,Bobcat,5,31
BCAM4,2023-12,Coyote,7,31
BCAM4,2023-12,Domestic Dog,0,31
BCAM4,2023-12,Human,6,31
BCAM4,2023-12,Human-Camera Trapper,2,31
BCAM4,2023-12,Mule Deer,5,31
BCAM4,2023-12,North American River Otter,0,31
BCAM4,2023-12,Northern Elephant Seal,20,31
BCAM4,2023-12,Northern Raccoon,10,31
BCAM4,2023-12,Striped Skunk,0,31
BCAM4,2023-12,Brush Rabbit,0,31
BCAM4,2023-12,Californian Sea Lion,0,31
BCAM4,2023-12,Domestic Cattle,0,31
BCAM4,2023-12,Elk,0,31
BCAM4,2023-12,Black-tailed Jackrabbit,0,31
BCAM4,2023-09,American Badger,0,26
BCAM4,2023-09,Bobcat,1,26
BCAM4,2023-09,Coyote,16,26
BCAM4,2023-09,Domestic Dog,0,26
BCAM4,2023-09,Human,8,26
BCAM4,2023-09,Human-Camera Trapper,4,26
BCAM4,2023-09,Mule Deer,23,26
BCAM4,2023-09,North American River Otter,0,26
BCAM4,2023-09,Northern Elephant Seal,0,26
BCAM4,2023-09,Northern Raccoon,5,26
BCAM4,2023-09,Striped Skunk,1,26
BCAM4,2023-09,Brush Rabbit,0,26
BCAM4,2023-09,Californian Sea Lion,0,26
BCAM4,2023-09,Domestic Cattle,0,26
BCAM4,2023-09,Elk,0,26
BCAM4,2023-09,Black-tailed Jackrabbit,0,26
BCAM4,2023-10,American Badger,0,31
BCAM4,2023-10,Bobcat,5,31
BCAM4,2023-10,Coyote,13,31
BCAM4,2023-10,Domestic Dog,0,31
BCAM4,2023-10,Human,10,31
BCAM4,2023-10,Human-Camera Trapper,1,31
BCAM4,2023-10,Mule Deer,12,31
BCAM4,2023-10,North American River Otter,1,31
BCAM4,2023-10,Northern Elephant Seal,0,31
BCAM4,2023-10,Northern Raccoon,8,31
BCAM4,2023-10,Striped Skunk,2,31
BCAM4,2023-10,Brush Rabbit,0,31
BCAM4,2023-10,Californian Sea Lion,0,31
BCAM4,2023-10,Domestic Cattle,0,31
BCAM4,2023-10,Elk,0,31
BCAM4,2023-10,Black-tailed Jackrabbit,0,31
BCAM4,2023-11,American Badger,0,30
BCAM4,2023-11,Bobcat,3,30
BCAM4,2023-11,Coyote,8,30
BCAM4,2023-11,Domestic Dog,0,30
BCAM4,2023-11,Human,8,30
BCAM4,2023-11,Human-Camera Trapper,2,30
BCAM4,2023-11,Mule Deer,7,30
BCAM4,2023-11,North American River Otter,2,30
BCAM4,2023-11,Northern Elephant Seal,1,30
BCAM4,2023-11,Northern Raccoon,10,30
BCAM4,2023-11,Striped Skunk,2,30
BCAM4,2023-11,Brush Rabbit,0,30
BCAM4,2023-11,Californian Sea Lion,0,30
BCAM4,2023-11,Domestic Cattle,0,30
BCAM4,2023-11,Elk,0,30
BCAM4,2023-11,Black-tailed Jackrabbit,0,30
BCAM4,2024-01,American Badger,0,31
BCAM4,2024-01,Bobcat,2,31
BCAM4,2024-01,Coyote,33,31
BCAM4,2024-01,Domestic Dog,0,31
BCAM4,2024-01,Human,1,31
BCAM4,2024-01,Human-Camera Trapper,5,31
BCAM4,2024-01,Mule Deer,1,31
BCAM4,2024-01,North American River Otter,0,31
BCAM4,2024-01,Northern Elephant Seal,36,31
BCAM4,2024-01,Northern Raccoon,1,31
BCAM4,2024-01,Striped Skunk,1,31
BCAM4,2024-01,Brush Rabbit,0,31
BCAM4,2024-01,Californian Sea Lion,0,31
BCAM4,2024-01,Domestic Cattle,0,31
BCAM4,2024-01,Elk,0,31
BCAM4,2024-01,Black-tailed Jackrabbit,0,31
BCAM4,2024-03,American Badger,0,31
BCAM4,2024-03,Bobcat,1,31
BCAM4,2024-03,Coyote,12,31
BCAM4,2024-03,Domestic Dog,0,31
BCAM4,2024-03,Human,0,31
BCAM4,2024-03,Human-Camera Trapper,2,31
BCAM4,2024-03,Mule Deer,1,31
BCAM4,2024-03,North American River Otter,0,31
BCAM4,2024-03,Northern Elephant Seal,114,31
BCAM4,2024-03,Northern Raccoon,0,31
BCAM4,2024-03,Striped Skunk,0,31
BCAM4,2024-03,Brush Rabbit,0,31
BCAM4,2024-03,Californian Sea Lion,0,31
BCAM4,2024-03,Domestic Cattle,0,31
BCAM4,2024-03,Elk,0,31
BCAM4,2024-03,Black-tailed Jackrabbit,0,31
BCAM4,2024-04,American Badger,0,30
BCAM4,2024-04,Bobcat,2,30
BCAM4,2024-04,Coyote,22,30
BCAM4,2024-04,Domestic Dog,0,30
BCAM4,2024-04,Human,1,30
BCAM4,2024-04,Human-Camera Trapper,3,30
BCAM4,2024-04,Mule Deer,3,30
BCAM4,2024-04,North American River Otter,0,30
BCAM4,2024-04,Northern Elephant Seal,4,30
BCAM4,2024-04,Northern Raccoon,0,30
BCAM4,2024-04,Striped Skunk,0,30
BCAM4,2024-04,Brush Rabbit,0,30
BCAM4,2024-04,Californian Sea Lion,0,30
BCAM4,2024-04,Domestic Cattle,0,30
BCAM4,2024-04,Elk,0,30
BCAM4,2024-04,Black-tailed Jackrabbit,0,30
BCAM4,2024-06,American Badger,0,30
BCAM4,2024-06,Bobcat,3,30
BCAM4,2024-06,Coyote,8,30
BCAM4,2024-06,Domestic Dog,0,30
BCAM4,2024-06,Human,12,30
BCAM4,2024-06,Human-Camera Trapper,5,30
BCAM4,2024-06,Mule Deer,5,30
BCAM4,2024-06,North American River Otter,0,30
BCAM4,2024-06,Northern Elephant Seal,0,30
BCAM4,2024-06,Northern Raccoon,1,30
BCAM4,2024-06,Striped Skunk,1,30
BCAM4,2024-06,Brush Rabbit,0,30
BCAM4,2024-06,Californian Sea Lion,0,30
BCAM4,2024-06,Domestic Cattle,0,30
BCAM4,2024-06,Elk,0,30
BCAM4,2024-06,Black-tailed Jackrabbit,0,30
BCAM4,2024-07,American Badger,0,31
BCAM4,2024-07,Bobcat,3,31
BCAM4,2024-07,Coyote,8,31
BCAM4,2024-07,Domestic Dog,0,31
BCAM4,2024-07,Human,20,31
BCAM4,2024-07,Human-Camera Trapper,0,31
BCAM4,2024-07,Mule Deer,17,31
BCAM4,2024-07,North American River Otter,0,31
BCAM4,2024-07,Northern Elephant Seal,1,31
BCAM4,2024-07,Northern Raccoon,2,31
BCAM4,2024-07,Striped Skunk,0,31
BCAM4,2024-07,Brush Rabbit,0,31
BCAM4,2024-07,Californian Sea Lion,0,31
BCAM4,2024-07,Domestic Cattle,0,31
BCAM4,2024-07,Elk,0,31
BCAM4,2024-07,Black-tailed Jackrabbit,0,31
BCAM4,2024-08,American Badger,0,31
BCAM4,2024-08,Bobcat,3,31
BCAM4,2024-08,Coyote,11,31
BCAM4,2024-08,Domestic Dog,0,31
BCAM4,2024-08,Human,14,31
BCAM4,2024-08,Human-Camera Trapper,2,31
BCAM4,2024-08,Mule Deer,12,31
BCAM4,2024-08,North American River Otter,0,31
BCAM4,2024-08,Northern Elephant Seal,0,31
BCAM4,2024-08,Northern Raccoon,2,31
BCAM4,2024-08,Striped Skunk,0,31
BCAM4,2024-08,Brush Rabbit,0,31
BCAM4,2024-08,Californian Sea Lion,0,31
BCAM4,2024-08,Domestic Cattle,0,31
BCAM4,2024-08,Elk,0,31
BCAM4,2024-08,Black-tailed Jackrabbit,0,31
BCAM4,2024-09,American Badger,0,30
BCAM4,2024-09,Bobcat,1,30
BCAM4,2024-09,Coyote,7,30
BCAM4,2024-09,Domestic Dog,0,30
BCAM4,2024-09,Human,18,30
BCAM4,2024-09,Human-Camera Trapper,2,30
BCAM4,2024-09,Mule Deer,20,30
BCAM4,2024-09,North American River Otter,0,30
BCAM4,2024-09,Northern Elephant Seal,0,30
BCAM4,2024-09,Northern Raccoon,11,30
BCAM4,2024-09,Striped Skunk,0,30
BCAM4,2024-09,Brush Rabbit,0,30
BCAM4,2024-09,Californian Sea Lion,0,30
BCAM4,2024-09,Domestic Cattle,0,30
BCAM4,2024-09,Elk,0,30
BCAM4,2024-09,Black-tailed Jackrabbit,0,30
BCAM4,2025-01,American Badger,0,18
BCAM4,2025-01,Bobcat,1,18
BCAM4,2025-01,Coyote,10,18
BCAM4,2025-01,Domestic Dog,0,18
BCAM4,2025-01,Human,1,18
BCAM4,2025-01,Human-Camera Trapper,2,18
BCAM4,2025-01,Mule Deer,0,18
BCAM4,2025-01,North American River Otter,0,18
BCAM4,2025-01,Northern Elephant Seal,38,18
BCAM4,2025-01,Northern Raccoon,0,18
BCAM4,2025-01,Striped Skunk,0,18
BCAM4,2025-01,Brush Rabbit,0,18
BCAM4,2025-01,Californian Sea Lion,0,18
BCAM4,2025-01,Domestic Cattle,0,18
BCAM4,2025-01,Elk,0,18
BCAM4,2025-01,Black-tailed Jackrabbit,0,18
BCAM4,2025-03,American Badger,0,17
BCAM4,2025-03,Bobcat,1,17
BCAM4,2025-03,Coyote,13,17
BCAM4,2025-03,Domestic Dog,0,17
BCAM4,2025-03,Human,0,17
BCAM4,2025-03,Human-Camera Trapper,1,17
BCAM4,2025-03,Mule Deer,0,17
BCAM4,2025-03,North American River Otter,0,17
BCAM4,2025-03,Northern Elephant Seal,9,17
BCAM4,2025-03,Northern Raccoon,0,17
BCAM4,2025-03,Striped Skunk,0,17
BCAM4,2025-03,Brush Rabbit,0,17
BCAM4,2025-03,Californian Sea Lion,0,17
BCAM4,2025-03,Domestic Cattle,0,17
BCAM4,2025-03,Elk,0,17
BCAM4,2025-03,Black-tailed Jackrabbit,0,17
BCAM4,2025-04,American Badger,0,30
BCAM4,2025-04,Bobcat,3,30
BCAM4,2025-04,Coyote,16,30
BCAM4,2025-04,Domestic Dog,0,30
BCAM4,2025-04,Human,0,30
BCAM4,2025-04,Human-Camera Trapper,2,30
BCAM4,2025-04,Mule Deer,4,30
BCAM4,2025-04,North American River Otter,0,30
BCAM4,2025-04,Northern Elephant Seal,0,30
BCAM4,2025-04,Northern Raccoon,0,30
BCAM4,2025-04,Striped Skunk,0,30
BCAM4,2025-04,Brush Rabbit,0,30
BCAM4,2025-04,Californian Sea Lion,0,30
BCAM4,2025-04,Domestic Cattle,0,30
BCAM4,2025-04,Elk,0,30
BCAM4,2025-04,Black-tailed Jackrabbit,0,30
BCAM4,2025-05,American Badger,0,31
BCAM4,2025-05,Bobcat,4,31
BCAM4,2025-05,Coyote,17,31
BCAM4,2025-05,Domestic Dog,0,31
BCAM4,2025-05,Human,1,31
BCAM4,2025-05,Human-Camera Trapper,0,31
BCAM4,2025-05,Mule Deer,6,31
BCAM4,2025-05,North American River Otter,0,31
BCAM4,2025-05,Northern Elephant Seal,0,31
BCAM4,2025-05,Northern Raccoon,0,31
BCAM4,2025-05,Striped Skunk,0,31
BCAM4,2025-05,Brush Rabbit,0,31
BCAM4,2025-05,Californian Sea Lion,0,31
BCAM4,2025-05,Domestic Cattle,0,31
BCAM4,2025-05,Elk,0,31
BCAM4,2025-05,Black-tailed Jackrabbit,0,31
BCAM4,2025-06,American Badger,0,30
BCAM4,2025-06,Bobcat,2,30
BCAM4,2025-06,Coyote,13,30
BCAM4,2025-06,Domestic Dog,0,30
BCAM4,2025-06,Human,5,30
BCAM4,2025-06,Human-Camera Trapper,4,30
BCAM4,2025-06,Mule Deer,10,30
BCAM4,2025-06,North American River Otter,1,30
BCAM4,2025-06,Northern Elephant Seal,0,30
BCAM4,2025-06,Northern Raccoon,1,30
BCAM4,2025-06,Striped Skunk,0,30
BCAM4,2025-06,Brush Rabbit,0,30
BCAM4,2025-06,Californian Sea Lion,0,30
BCAM4,2025-06,Domestic Cattle,0,30
BCAM4,2025-06,Elk,0,30
BCAM4,2025-06,Black-tailed Jackrabbit,0,30
BCAM4,2025-07,American Badger,0,31
BCAM4,2025-07,Bobcat,3,31
BCAM4,2025-07,Coyote,12,31
BCAM4,2025-07,Domestic Dog,0,31
BCAM4,2025-07,Human,12,31
BCAM4,2025-07,Human-Camera Trapper,0,31
BCAM4,2025-07,Mule Deer,33,31
BCAM4,2025-07,North American River Otter,1,31
BCAM4,2025-07,Northern Elephant Seal,0,31
BCAM4,2025-07,Northern Raccoon,2,31
BCAM4,2025-07,Striped Skunk,0,31
BCAM4,2025-07,Brush Rabbit,0,31
BCAM4,2025-07,Californian Sea Lion,0,31
BCAM4,2025-07,Domestic Cattle,0,31
BCAM4,2025-07,Elk,0,31
BCAM4,2025-07,Black-tailed Jackrabbit,0,31
BCAM4,2025-09,American Badger,0,30
BCAM4,2025-09,Bobcat,2,30
BCAM4,2025-09,Coyote,3,30
BCAM4,2025-09,Domestic Dog,0,30
BCAM4,2025-09,Human,6,30
BCAM4,2025-09,Human-Camera Trapper,2,30
BCAM4,2025-09,Mule Deer,32,30
BCAM4,2025-09,North American River Otter,0,30
BCAM4,2025-09,Northern Elephant Seal,0,30
BCAM4,2025-09,Northern Raccoon,7,30
BCAM4,2025-09,Striped Skunk,1,30
BCAM4,2025-09,Brush Rabbit,0,30
BCAM4,2025-09,Californian Sea Lion,0,30
BCAM4,2025-09,Domestic Cattle,0,30
BCAM4,2025-09,Elk,0,30
BCAM4,2025-09,Black-tailed Jackrabbit,0,30
BCAM4,2025-10,American Badger,0,31
BCAM4,2025-10,Bobcat,1,31
BCAM4,2025-10,Coyote,3,31
BCAM4,2025-10,Domestic Dog,0,31
BCAM4,2025-10,Human,5,31
BCAM4,2025-10,Human-Camera Trapper,2,31
BCAM4,2025-10,Mule Deer,17,31
BCAM4,2025-10,North American River Otter,1,31
BCAM4,2025-10,Northern Elephant Seal,0,31
BCAM4,2025-10,Northern Raccoon,9,31
BCAM4,2025-10,Striped Skunk,0,31
BCAM4,2025-10,Brush Rabbit,0,31
BCAM4,2025-10,Californian Sea Lion,0,31
BCAM4,2025-10,Domestic Cattle,0,31
BCAM4,2025-10,Elk,0,31
BCAM4,2025-10,Black-tailed Jackrabbit,0,31
BCAM4,2026-01,American Badger,0,31
BCAM4,2026-01,Bobcat,2,31
BCAM4,2026-01,Coyote,27,31
BCAM4,2026-01,Domestic Dog,0,31
BCAM4,2026-01,Human,1,31
BCAM4,2026-01,Human-Camera Trapper,2,31
BCAM4,2026-01,Mule Deer,1,31
BCAM4,2026-01,North American River Otter,0,31
BCAM4,2026-01,Northern Elephant Seal,78,31
BCAM4,2026-01,Northern Raccoon,4,31
BCAM4,2026-01,Striped Skunk,0,31
BCAM4,2026-01,Brush Rabbit,0,31
BCAM4,2026-01,Californian Sea Lion,0,31
BCAM4,2026-01,Domestic Cattle,0,31
BCAM4,2026-01,Elk,0,31
BCAM4,2026-01,Black-tailed Jackrabbit,0,31
BCAM4,2026-03,American Badger,0,31
BCAM4,2026-03,Bobcat,1,31
BCAM4,2026-03,Coyote,42,31
BCAM4,2026-03,Domestic Dog,0,31
BCAM4,2026-03,Human,0,31
BCAM4,2026-03,Human-Camera Trapper,0,31
BCAM4,2026-03,Mule Deer,2,31
BCAM4,2026-03,North American River Otter,0,31
BCAM4,2026-03,Northern Elephant Seal,45,31
BCAM4,2026-03,Northern Raccoon,3,31
BCAM4,2026-03,Striped Skunk,0,31
BCAM4,2026-03,Brush Rabbit,0,31
BCAM4,2026-03,Californian Sea Lion,0,31
BCAM4,2026-03,Domestic Cattle,0,31
BCAM4,2026-03,Elk,0,31
BCAM4,2026-03,Black-tailed Jackrabbit,0,31
BCAM4,2026-04,American Badger,0,30
BCAM4,2026-04,Bobcat,1,30
BCAM4,2026-04,Coyote,7,30
BCAM4,2026-04,Domestic Dog,0,30
BCAM4,2026-04,Human,0,30
BCAM4,2026-04,Human-Camera Trapper,2,30
BCAM4,2026-04,Mule Deer,1,30
BCAM4,2026-04,North American River Otter,0,30
BCAM4,2026-04,Northern Elephant Seal,1,30
BCAM4,2026-04,Northern Raccoon,0,30
BCAM4,2026-04,Striped Skunk,0,30
BCAM4,2026-04,Brush Rabbit,0,30
BCAM4,2026-04,Californian Sea Lion,0,30
BCAM4,2026-04,Domestic Cattle,0,30
BCAM4,2026-04,Elk,0,30
BCAM4,2026-04,Black-tailed Jackrabbit,0,30
BCAM4,2026-05,American Badger,0,30
BCAM4,2026-05,Bobcat,2,30
BCAM4,2026-05,Coyote,13,30
BCAM4,2026-05,Domestic Dog,0,30
BCAM4,2026-05,Human,2,30
BCAM4,2026-05,Human-Camera Trapper,0,30
BCAM4,2026-05,Mule Deer,2,30
BCAM4,2026-05,North American River Otter,0,30
BCAM4,2026-05,Northern Elephant Seal,0,30
BCAM4,2026-05,Northern Raccoon,0,30
BCAM4,2026-05,Striped Skunk,0,30
BCAM4,2026-05,Brush Rabbit,0,30
BCAM4,2026-05,Californian Sea Lion,0,30
BCAM4,2026-05,Domestic Cattle,0,30
BCAM4,2026-05,Elk,0,30
BCAM4,2026-05,Black-tailed Jackrabbit,0,30
BCAM4,2022-12,American Badger,0,11
BCAM4,2022-12,Bobcat,0,11
BCAM4,2022-12,Coyote,7,11
BCAM4,2022-12,Domestic Dog,0,11
BCAM4,2022-12,Human,8,11
BCAM4,2022-12,Human-Camera Trapper,3,11
BCAM4,2022-12,Mule Deer,1,11
BCAM4,2022-12,North American River Otter,0,11
BCAM4,2022-12,Northern Elephant Seal,42,11
BCAM4,2022-12,Northern Raccoon,0,11
BCAM4,2022-12,Striped Skunk,0,11
BCAM4,2022-12,Brush Rabbit,0,11
BCAM4,2022-12,Californian Sea Lion,0,11
BCAM4,2022-12,Domestic Cattle,0,11
BCAM4,2022-12,Elk,0,11
BCAM4,2022-12,Black-tailed Jackrabbit,0,11
BCAM4,2023-01,American Badger,0,31
BCAM4,2023-01,Bobcat,0,31
BCAM4,2023-01,Coyote,25,31
BCAM4,2023-01,Domestic Dog,0,31
BCAM4,2023-01,Human,9,31
BCAM4,2023-01,Human-Camera Trapper,1,31
BCAM4,2023-01,Mule Deer,0,31
BCAM4,2023-01,North American River Otter,0,31
BCAM4,2023-01,Northern Elephant Seal,163,31
BCAM4,2023-01,Northern Raccoon,0,31
BCAM4,2023-01,Striped Skunk,0,31
BCAM4,2023-01,Brush Rabbit,0,31
BCAM4,2023-01,Californian Sea Lion,0,31
BCAM4,2023-01,Domestic Cattle,0,31
BCAM4,2023-01,Elk,0,31
BCAM4,2023-01,Black-tailed Jackrabbit,0,31
BCAM4,2023-02,American Badger,0,28
BCAM4,2023-02,Bobcat,0,28
BCAM4,2023-02,Coyote,25,28
BCAM4,2023-02,Domestic Dog,0,28
BCAM4,2023-02,Human,2,28
BCAM4,2023-02,Human-Camera Trapper,0,28
BCAM4,2023-02,Mule Deer,1,28
BCAM4,2023-02,North American River Otter,0,28
BCAM4,2023-02,Northern Elephant Seal,18,28
BCAM4,2023-02,Northern Raccoon,0,28
BCAM4,2023-02,Striped Skunk,0,28
BCAM4,2023-02,Brush Rabbit,0,28
BCAM4,2023-02,Californian Sea Lion,0,28
BCAM4,2023-02,Domestic Cattle,0,28
BCAM4,2023-02,Elk,0,28
BCAM4,2023-02,Black-tailed Jackrabbit,0,28
BCAM4,2023-03,American Badger,0,13
BCAM4,2023-03,Bobcat,0,13
BCAM4,2023-03,Coyote,21,13
BCAM4,2023-03,Domestic Dog,0,13
BCAM4,2023-03,Human,2,13
BCAM4,2023-03,Human-Camera Trapper,0,13
BCAM4,2023-03,Mule Deer,0,13
BCAM4,2023-03,North American River Otter,0,13
BCAM4,2023-03,Northern Elephant Seal,48,13
BCAM4,2023-03,Northern Raccoon,0,13
BCAM4,2023-03,Striped Skunk,0,13
